Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_A1.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_A2.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_A3.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_B1.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_B2.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_B3.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_C1.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_C2.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_C3.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_D1.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_D2.raw	C:\Users\MaxQuant\Desktop\Ema\Quan study\DIA_raw\20230918_MK_Volta_MVL_FAIMS_1CV_15cm_70min_1756_DIA_500ng_D3.raw
O14981	O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	4182.57	5396.02	5393.42	6472.13	5485.35	5532.25	1751.77	4659.11	3530.81	2076.19	2371.69	1723
O15013	O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10		4052.86	3209.15	5263.43	4572.7	3998.41			3619.31		2561.19	
O15014	O15014	ZN609_HUMAN	ZNF609	Zinc finger protein 609	6455.48	2593.63	7738.14	4751.52	4614.3	4759		3440.68	1628.76			
O15020	O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2		1930.02	4470.61	3927.57		5944.02					4675.5	
O15020;P11277;Q01082	P11277;O15020;Q01082;Q9H254	SPTB1_HUMAN;SPTB2_HUMAN;SPTN2_HUMAN	SPTB;SPTBN1;SPTBN2	Spectrin beta chain, non-erythrocytic 2	63668.3	66555.2	60767.8	90303.2	70444.9	82777.2		43735.9	59334.5	45045.5	24899.3	32262.5
O15020;Q01082	O15020;Q01082	SPTB2_HUMAN;SPTN2_HUMAN	SPTBN1;SPTBN2	Spectrin beta chain, non-erythrocytic 2	37982.5	38658.8	57419.5	24864.9	38353.8	39540.2	15034.1	25292.7	14264.5	6024.44	8805.96	7782.88
O15021;O60307;P51812;Q15418	Q9UK32;O15021;Q9Y2H9;Q6P0Q8;O60307;Q96GX5;P51812;Q15418	KS6A1_HUMAN;KS6A3_HUMAN;MAST3_HUMAN;MAST4_HUMAN	MAST3;MAST4;RPS6KA1;RPS6KA3	Microtubule-associated serine/threonine-protein kinase 4	12146.5	13685.2	18191.5	5982.45	8434	7244.91		3098	3912.11			5283.65
O15027	O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	33283.3	31624.4	32510.3	27647.8	29084.9	30194.5	15464.6	15690.7	13481.4	7281.98	7536.96	8379.18
O15031	O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	49137.8	47671.8	66422.1	44386.8	58629.9	65319.8	21560.8	32557.1	31159.7	19386	22545.5	17401.7
O15031;Q9Y4D7	O60486;O15031;Q9Y4D7	PLXB2_HUMAN;PLXD1_HUMAN	PLXNB2;PLXND1	Plexin-B2	2692.68		3373.97		2503.64	3993.21						
O15042	O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	32305.1	32814.5	33757.1	24813.9	30670.5	28351.3	11334.4	16853.4	14603.1	7040.65	6812.54	8271.96
O15047	O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A		2261.17		3813.5	3812.09	6163.73		3803.26	1042.49	1591.21		
O15056	O15056	SYNJ2_HUMAN	SYNJ2	Synaptojanin-2	9699.44	7493.47	11021.6	4316.6	7104.01	8421.69	5435.59	6002.11	3684.51	1822.71	3455.92	6046.34
O15061	O15061	SYNEM_HUMAN	SYNM	Synemin	5988.75	9574.44	13578.7	9447.5	9606.47	9881.87	3486.89	6381.28	8877.79	4170.49	3869.95	7383.6
O15066	O14782;O15066	KIF3B_HUMAN	KIF3B	Kinesin-like protein KIF3B	3253.85		5406.03			8372.09						
O15066;Q9BVG8	Q9BVG8;O14782;Q9P2E2;O15066	KIF3B_HUMAN;KIFC3_HUMAN	KIF3B;KIFC3	Kinesin-like protein KIF3B		39607.3	27426.4	25550.9					34447.4			
O15067	O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	100559	97865.5	114092	116427	116710	110046	34725.8	51028.4	40823.1	28999.4	29252.5	21741
O15084	O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	6493.22	7667.75	5407.21	7815.79	5167.06	10482.3				5592.6		8751.46
O15085	O15085	ARHGB_HUMAN	ARHGEF11	Rho guanine nucleotide exchange factor 11	1924.6	1524.8	1931.64	1891.12	1513.37	2031.7						
O15091	O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit	16574.4	19151.7	19394.9	15948.6	13665.3	14719.8	6184.3	6624.38	11881.7	13792.4	3315.16	5992.89
O15111	O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	3434.88	4014.45	5421.13	2991.44	4679.29	5741.35	4912.39					
O15116	O15116	LSM1_HUMAN	LSM1	U6 snRNA-associated Sm-like protein LSm1	25406.8	15949.6	32844.8	19445.2	17462.1	25848.5	5185.81	8765.09	7027.2	3830.13	2399.67	2764.12
O15118	O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	4303.39	5124.11	6196.4	5323.71	4848.99	4099.19	1433.94	4400.32	2308.09			1522.02
O15119	O15119	TBX3_HUMAN	TBX3	T-box transcription factor TBX3		4127.06		1727.96								
O15126	O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	31687.1	30178.9	26018.4	26699.9	21597.6	18397.6	14564.8	13429.1	19487.7	20097	8484.75	10672.1
O15127	O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	31432.3	22862	28829.5	23997.5	19769.5	29693.8	9907.57	6635.38	9578.25		5385.28	4807.11
O15143	O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	99191.1	80968.1	115232	136364	80025.3	134020	55258.2	63428.8	79512.2	45988.6	41337.1	50902.8
O15144	O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	142196	128652	122911	137000	142049	136062	81363.3	66539.8	49154.9	23680.4	34483.7	34694.6
O15145	O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	297506	307904	267868	365193	263670	313009	157679	107690	214594	78517.5	91771.1	80063.2
O15155	O15155	BET1_HUMAN	BET1	BET1 homolog	38894.8	33148.9	49010.2	76535.9	42270.5		76491.6	80817.2	14720.5	74003.9		
O15160	O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	27448.8	24961.5	35954.4	16965.4	23261.6	39914.4	5479.8	14042.9	8787.42	8149.87		8228.64
O15162	O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1	5081.92	3511.78	2450.57				3345.65					
O15164	O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha	6397.89	6028.43	6599.68	2581.5	3253.18	2987.53		2940.98	1791.84			
O15173	O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	180849	221901	164095	166937	157569	196883	59143.7	86607.6	91373.7	34887.4	46883.9	48286.6
O15212	O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	53507.2	58015.3	61071.3	42349.7	56546.3	49133.5	24628.6	21419.9	24955.1	10100.9	12168.6	17343.7
O15213	O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46	18104.7	19751.1	11203.1	18366	13978.5	9868.23	7264.72	11890.5		5388.86	6494.3	2686.52
O15226	O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor	25497.2	29861.1	23600.9	21402.5	26640.5	22965.7	11649.8	13447.6	9466.21	9147.25	8189.59	9280.29
O15228	O15228	GNPAT_HUMAN	GNPAT	Dihydroxyacetone phosphate acyltransferase	10466.8	13474.9	12028.3	10815.1	12366.9	10576	2461.36	6398.4	6313.15			3112.68
O15230	O15230	LAMA5_HUMAN	LAMA5	Laminin subunit alpha-5	22662.7	27220.8	29424.7	21698	20138.9	22456.7	13126.2	9363.04	16472.1	6479.69	7086.67	5009.07
O15231	O15231	ZN185_HUMAN	ZNF185	Zinc finger protein 185	6280.82	6137.74	4531.92	7784.98	10609.4	10596.3	6212.87	6960.94	8095.99	5900.19	7984.7	2979.31
O15234	O15234	CASC3_HUMAN	CASC3	Protein CASC3	7066.07	10762.1	13231.1	8065.86	10096.9	12926.2	6030.33	3954.56	3628.46	2142.05	1276.2	2013.75
O15235	O15235	RT12_HUMAN	MRPS12	28S ribosomal protein S12, mitochondrial	29996.1	24937.4	25957.4		9213.55	15451.1						
O15254	O15254	ACOX3_HUMAN	ACOX3	Peroxisomal acyl-coenzyme A oxidase 3	4451.99	6362.87	5136.32	7647.11		5998.63	4658.04	8843.09		7635.05	1454.92	
O15258	O15258	RER1_HUMAN	RER1	Protein RER1	19652.9	11648.2	15762.3	10583.9	12257.3	16972.2	8825.43	6999.46	8282.54	2361.08	4110.26	2858.43
O15260	O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4	123277	138408	126998	140662	158553	109415	57374.3	84114.2	36962.8	43526.4	13268.8	29075.8
O15269	O15269	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1	33880	38187.4	40007.4	50760.4	35014.9	47398.1	22611.1	23715.2	22094.6	12300	8562.09	20678.8
O15270	O15270	SPTC2_HUMAN	SPTLC2	Serine palmitoyltransferase 2	19048.2	17497.8	11210.8	15503.3	3649.01	13982.3	4510.48		5853.73	3391.26	3207.35	3009.78
O15294	O15294	OGT1_HUMAN	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	15646.8	19664.8	17274.8	21798.6	22669.5	23212.3	7045.31	9382.25	9772.8	8328.12	4308.08	7805.76
O15305	O15305	PMM2_HUMAN	PMM2	Phosphomannomutase 2	48676	32091.7	38501.1	38577.2	48234	48235.5	18620.3	28334.5	24134	12852.5	14960.9	15863.7
O15321	O15321	TM9S1_HUMAN	TM9SF1	Transmembrane 9 superfamily member 1	3517.55	1977.08	4492.62	3857.29	3920.22	3956.21		3470.7	2512.73			
O15327	O15327	INP4B_HUMAN	INPP4B	Inositol polyphosphate 4-phosphatase type II		12040.9										
O15344	O15344	TRI18_HUMAN	MID1	E3 ubiquitin-protein ligase Midline-1	40311.4	34596.2	48099.8	55849.2	45780.5	52146.9	22277.3	28525.3	27493.5	19207.3	18089.6	13533.4
O15347	O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3	75026.3	80189.5	84002	59636.9	59796.7	74219.2	19137.3	27161.4	43588.7	19644	18118.5	17605.5
O15355	O15355	PPM1G_HUMAN	PPM1G	Protein phosphatase 1G	74570.1	52743.2	82196.5	96650.6	105901	84546.3	57801.5	50480	45491.4	24758.7	29766.6	31741.2
O15357	O15357	SHIP2_HUMAN	INPPL1	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	8890.03	7292.46	5181.68	3290.54	3930.25	1174.46	4019.14	5825.79	1472.95			
O15371	O15371	EIF3D_HUMAN	EIF3D	Eukaryotic translation initiation factor 3 subunit D	58356.2	56965.8	64656.7	58473.3	56697.8	53748.2	22605.2	25080.9	23642.4	13624.2	11629.5	15952.1
O15372	O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H	66289.9	62245.6	63294.3	86148.8	89402.4	67877.9	37995.6	43825.2	42676.8	19811.3	19621.3	15038.9
O15381	O15381	NVL_HUMAN	NVL	Nuclear valosin-containing protein-like	3548.74	4902.94	4544.14	5045.58	4689.16	6024.43		5330.14	5670.41	2765.09		2828.4
O15382	O15382	BCAT2_HUMAN	BCAT2	Branched-chain-amino-acid aminotransferase, mitochondrial	43101.5	47646.4	48884.7	43369.6	45051.6	36981.5	18092.3	17654.3	19422.6	9590.35	7957.2	7248.22
O15391;P25490	P25490;O15391	TYY1_HUMAN;TYY2_HUMAN	YY1;YY2	Transcription factor YY2	13697.7	15165.4	8253.09	21888.3	18399	12054.4	11603.3	10409.3	8456.04	3332.27	5831.22	4913.09
O15400	O15400	STX7_HUMAN	STX7	Syntaxin-7	16634.2	27873.5	19428	10696.8	10514.2	16156.8	18988.4				2426.72	
O15427	O15427	MOT4_HUMAN	SLC16A3	Monocarboxylate transporter 4	14672.5	5385.34	12812.1	14361.2	18528.1	8276.94	5743.2	7597.75	5136.87	3148.77	7866.5	
O15438	O15438	MRP3_HUMAN	ABCC3	ATP-binding cassette sub-family C member 3	46667.7	41779.7	49607.5	39977.1	40270.3	42306.9	22753	17618.3	22498.2	17403.8	12838.2	11802
O15438;P33527	P33527;O15438	MRP1_HUMAN;MRP3_HUMAN	ABCC1;ABCC3	ATP-binding cassette sub-family C member 3	49872.1	39092	17688.8	68520.9	76930.5	18825.8	23656.7	25977.3		18257.2	10804.2	
O15439	O15439	MRP4_HUMAN	ABCC4	ATP-binding cassette sub-family C member 4	200294	182337	172777	156635	172197	279600	79359	55111.9	127148	60063.1	60306.1	93033.6
O15446	O15446	RPA34_HUMAN	POLR1G	DNA-directed RNA polymerase I subunit RPA34	35778.9	23479.7	36937.6	21742.6	28611.5	37747.6	11427.3	13451.6	17581.1	10949.4	8372.78	4063.28
O15460	O15460	P4HA2_HUMAN	P4HA2	Prolyl 4-hydroxylase subunit alpha-2	20430.6	23296.7	21530.5	25952.1	23924.2	29452.6	13493.8	15505.4	16982.4	9873.86	9879.68	15321.9
O15484	O15484	CAN5_HUMAN	CAPN5	Calpain-5	6970.22	4266.38	6006.29		3944.66	4373.67	2115.41		1518.53			
O15504	O15504	NUP42_HUMAN	NUP42	Nucleoporin NUP42	4637.12	7246.57	4956.46	5841.12	7771.5	5049.06	2686.48	2219.7	2439.87			1131
O15511	O15511	ARPC5_HUMAN	ARPC5	Actin-related protein 2/3 complex subunit 5	179258	202850	217309	232690	381399	384456	91971.8	158972	175023	54277.1	100691	104226
O15514	O15514	RPB4_HUMAN	POLR2D	DNA-directed RNA polymerase II subunit RPB4	9922.14	8716.61	10509.5	13182.4	9843.8	8286.38		2139.57				
O15523	O15523	DDX3Y_HUMAN	DDX3Y	ATP-dependent RNA helicase DDX3Y	5263.11	6773.31	12782.5	5775.81	10433	11726	6799.92	3123.16	5581.46	776.861		5733.04
O15525;O60675	O60675;O15525	MAFG_HUMAN;MAFK_HUMAN	MAFG;MAFK	Transcription factor MafG	3836.73		2993.92	6324.97		9787.91						
O15530;Q6A1A2	O15530;Q6A1A2	PDPK1_HUMAN;PDPK2_HUMAN	PDPK1;PDPK2P	3-phosphoinositide-dependent protein kinase 1		4917.01	4802.86									
O15533	O15533	TPSN_HUMAN	TAPBP	Tapasin	22549.7	2145.96	15180	11336.5	1172.87	19508.9		966.182	10294.6		10663.5	3410.91
O15541	O15541	R113A_HUMAN	RNF113A	E3 ubiquitin-protein ligase RNF113A	8403.14	10126.6	7730.64	9830.48	12674.1	15037.1	4933.73	3469.84	4673.61	3933.63	1354.65	
O15550	O15550	KDM6A_HUMAN	KDM6A	Lysine-specific demethylase 6A	2295.24	2593.73	1610.59		4307.12							
O15554	O15554	KCNN4_HUMAN	KCNN4	Intermediate conductance calcium-activated potassium channel protein 4	1640.1	490.801				4548.44						
O43143	O43143	DHX15_HUMAN	DHX15	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	221889	204691	221433	196562	210828	205728	88398.5	94004.6	92388.1	30135.1	41172.9	47901.6
O43143;O60231;Q14562	Q14562;O60231;O43143	DHX15_HUMAN;DHX16_HUMAN;DHX8_HUMAN	DHX15;DHX16;DHX8	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	125517	100737	116745	59065.7	38673.1	115604	30279.7	47490.7	28234.4	7469.9	9649.07	13534.5
O43148	O43148	MCES_HUMAN	RNMT	mRNA cap guanine-N7 methyltransferase	20897.7	24149.2	26760.1	28253.6	28526.5	25929.9	11481.9	8318.22	8983.08		10208.3	
O43155	O43155	FLRT2_HUMAN	FLRT2	Leucine-rich repeat transmembrane protein FLRT2	9295.59	2546.84	11978.1	22235.2	19788.8	19426.2	19292.6	24866.9	31696.3	26751.2	26418	27163.2
O43156	O43156	TTI1_HUMAN	TTI1	TELO2-interacting protein 1 homolog	3442.69	4663.8		6574.3	4626.69							3916.39
O43159	O43159	RRP8_HUMAN	RRP8	Ribosomal RNA-processing protein 8	40015.4	23416.8	44121.4	26854.2	21935.2	23139.2	30774.8	21132.4	9614.26	13748.2	10702.4	13319.8
O43169	O43169	CYB5B_HUMAN	CYB5B	Cytochrome b5 type B	48944.6	70669.9	12708.8	9002.86	33523.2	28843.2	4378.58	5059.2	7256.13			
O43172	O43172	PRP4_HUMAN	PRPF4	U4/U6 small nuclear ribonucleoprotein Prp4	54639.2	59331.8	59842	55451.8	63452.8	55395.9	27442.9	26022.5	29725.2	20955.2	23012.4	17230.5
O43175	O43175	SERA_HUMAN	PHGDH	D-3-phosphoglycerate dehydrogenase	179572	169535	165298	190575	136882	148993	87958.4	61737.9	75960.9	31337.6	34828.1	39336.5
O43181	O43181	NDUS4_HUMAN	NDUFS4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	38338.9	46774.5	53789.6	54286.3	31493.8	34778.5	14093.5	18750.9	18187.2	12121.1	18200.3	7803.22
O43237	O43237	DC1L2_HUMAN	DYNC1LI2	Cytoplasmic dynein 1 light intermediate chain 2	34131.6	32487.2	60575.3	38607.7	43668.2	53165.4	27864.4	11851.1	29841.2	15964	14699	12017.3
O43237;Q9Y6G9	Q9Y6G9;O43237	DC1L1_HUMAN;DC1L2_HUMAN	DYNC1LI1;DYNC1LI2	Cytoplasmic dynein 1 light intermediate chain 2	34083.5	36759.7	25786.1	42688.8	33313.7			11234.8		8204.32		
O43242	O43242	PSMD3_HUMAN	PSMD3	26S proteasome non-ATPase regulatory subunit 3	94293.7	97723.1	91397.9	88376.7	78433.9	87862.4	41597.5	40495.7	38756.2	25448.1	22209.1	22780.9
O43251	O43251	RFOX2_HUMAN	RBFOX2	RNA binding protein fox-1 homolog 2	5056.69	9473.74	6078.55	5594.53	4815.95	9037.14		2648.5	5741.66			
O43252	O43252	PAPS1_HUMAN	PAPSS1	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1	4921.89	6616.79	7054.2	4606.27	6286.71	5481.93	1639.9	2177.22	1741.93	1827.62	1772.33	1651.4
O43252;O95340	O43252;O95340	PAPS1_HUMAN;PAPS2_HUMAN	PAPSS1;PAPSS2	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1	7194.39	2202.2	3775.97		2956.2	5061.47		1377.29				4262.11
O43264	O43264	ZW10_HUMAN	ZW10	Centromere/kinetochore protein zw10 homolog	7606.45	5046.91	5198.53	8581.98	11565.5	5042.36	2004	4080.75	2342.14	2037.8	1579.28	1870.39
O43290	O43290	SNUT1_HUMAN	SART1	U4/U6.U5 tri-snRNP-associated protein 1	27493	24275.1	22203.1	19520	26474.5	24461.1	18099.1	11721	10797.3	6961.18	9815.53	7953.5
O43291	O43291	SPIT2_HUMAN	SPINT2	Kunitz-type protease inhibitor 2	20054.6	17082.2	23836.1	16581.5	12971.1	16286.2	8809.83	6562.3	4596.68	3254.41	4090.09	3952.85
O43292	O43292	GPAA1_HUMAN	GPAA1	Glycosylphosphatidylinositol anchor attachment 1 protein	6034.25	4409.52	7433.13	5719	4328.62	5122.06	1563.81					
